original_name,company_name
COURIER DISPATCH GROUP,courier dispatch
Courtaulds PLC,courtaulds
Cousins Properties Incorporated,cousins properties incorporated
COUSINS PROPERTIES INC,cousins properties
COX RESOURCES CORP,cox resources
CRACKER BARREL OLD CTRY STR,cracker barrel old ctry str
CRADDOCK TERRY SHOE CORP,craddock terry shoe
CRANE CO,crane
CRANE CO NEW,crane new
OneMain Holdings Inc,onemain
Crestek Inc,crestek
CRESTEK INC NEW,crestek new
Crown Holdings Inc,crown
Costa Inc,costa
BRC Holdings Inc,brc
Crown Auto Inc,crown auto
CROWN CORK & SEAL CO INC,crown cork seal
CROWN CRAFTS INC,crown crafts
CRUMP COMPANIES INC,crump companies
Culp Inc.,culp
CURTISS WRIGHT CORP,curtiss wright
CARBORUNDUM CO,carborundum
CULLEN FROST BANKERS INC,cullen frost bankers
CUMBERLAND RESOURCES INC,cumberland resources
CUMBERLAND GOLD GROUP INC,cumberland gold
CHICAGO MUSICAL INSTR CO,chicago musical instr
CONTINENTAL MORTGAGE INVESTORS,continental mortgage investors
CLUB MED INC,club med
COMPLETE MANAGEMENT INC,complete management
CUMMINS INC,cummins
DNA MED INC,dna med
Wendy's Co,wendys
WENTWORTH MANUFACTURING CO,wentworth manufacturing
WENDYS INTERNATIONAL INC,wendys international
WENDYS ARBYS GROUP INC,wendys arbys
Dahlberg Inc,dahlberg
DAIG CORP,daig
DAKOTA RESOURCES INC,dakota resources
DALE ELECTRONICS INC,dale electronics
DAMON BIOTECH,damon biotech
DANIEL INDUSTRIES INC,daniel industries
DANA HOLDING CORP,dana
Danaher Corp,danaher
DANNERS INC,danners
INRANGE TECHNOLOGIES CORP,inrange technologies
DATAFLEX CORP,dataflex
DATAKEY INC,datakey
DATA TERM SYS INC,data term sys
Media 100 Inc,media
Target Corp,target
DATACOPY CORP,datacopy
Datum Inc,datum
Datascope Corp,datascope
DATASOUTH COMPUTER CORP,datasouth computer
DATATRON INC,datatron
SCIENTIFIC TECHNOLOGIES INC,scientific technologies
DATRON CORP,datron
DATRONIC RENTAL CORP,datronic rental
DAUPHIN DEPOSIT CORP,dauphin deposit
DAVID JAMISON CARLYLE CORP,david jamison carlyle
DAVID MINERALS LTD,david minerals
Davis Water & Waste,davis water waste
DAWSON GEOPHYSICAL CO,dawson geophysical
DAWSON GEOPHYSICAL CO NEW,dawson geophysical new
Daxor Corp,daxor
TENNECO INC,tenneco
Dean Witter Reynolds Organization Inc,dean witter reynolds organization
DEAN WITTER REYNOLDS ORGAN INC,dean witter reynolds organ
DEB SHOPS INC,deb shops
Dover Corp,dover
DECA ENERGY CORP,deca energy
Decision Industries Corp,decision industries
Del Laboratories Inc.,del laboratories
DEERE & CO,deere
DEL LABS INC,del labs
Dekalb Energy Co,dekalb energy
DIGITECH INC,digitech
Delta Natural Gas Co Inc,delta natural gas
DELCHAMPS INC,delchamps
DELHI INTERNATIONAL OIL CORP,delhi international oil
Dellwood Foods,dellwood foods
DELTA AIR LINES INC,delta air lines
Deluxe Corp,deluxe
DELUXE CHECK PRINTERS INC,deluxe check printers
DERO INDUSTRIES INC,dero industries
DESIGNHOUSE INTERNATIONAL INC,designhouse international
DETECTION SYSTEMS INC,detection systems
DETREX CHEMICAL INDS INC,detrex chemical inds
DETREX CORP,detrex
DETROIT & CANADA TUNL CORP,detroit canada tunl
DETROIT EDISON CO,detroit edison
Dun & Bradstreet Corp (The),dun bradstreet
DEVON STORES CORP,devon stores
Adtalem Global Education Inc,adtalem global education
DEWEY ELECTRONICS CORP,dewey electronics
LIFECORE BIOMEDICAL INC,lifecore biomedical
Diagnostic Products Corp,diagnostic products
DIAMOND BATHURST INC,diamond bathurst
DIAMOND CRYSTAL SALT CO,diamond crystal salt
DIAMOND NATIONAL CORP,diamond national
DIAMOND INTERNATIONAL CORP,diamond international
Maxus Energy Corp,maxus energy
OEC Medical Systems Inc,oec medical systems
DURR FILLAUER MED INC,durr fillauer med
ELEXIS CORP,elexis
ELEXSYS INTERNATIONAL,elexsys international
DICKEY JOHN CORP,dickey john
DIEBOLD INC,diebold
DIEBOLD NIXDORF INC,diebold nixdorf
DIETRICH RES CORP,dietrich res
DIGILOG INC,digilog
NORTECH SYSTEMS INC,nortech systems
Dionex Corp,dionex
DILLARD DEPARTMENT STORES INC,dillard department stores
DILLARDS INC,dillards
DILLON COMPANIES INC,dillon companies
DINNER BELL FOODS INC,dinner bell foods
Diodes Inc,diodes
Diversifoods Inc,diversifoods
DIONICS INC,dionics
DISNEY WALT PRODUCTIONS,disney walt productions
DISNEY WALT CO,disney walt
DISTRIBUCO INC,distribuco
DISTRIBUTED COMPUTER SYS INC,distributed computer sys
DIXIE YARNS INC,dixie yarns
DIXIE GROUP INC,dixie
DIXON JOSEPH CRUCIBLE CO,dixon joseph crucible
Dixon Ticonderoga Co,dixon ticonderoga
DOCUTEL OLIVETTI CORP,docutel olivetti
Dollar General Corporation,dollar general
Donaldson Co Inc.,donaldson
Dominion Energy Inc,dominion energy
DOLLAR GENERAL CORP NEW,dollar general new
DOMINGUEZ WATER CORP,dominguez water
DOMINGUEZ SERVICES CORP,dominguez services
DOMINION BANKSHARES CORP,dominion bankshares
DOMINION MORTGAGE & REALTY TRUST,dominion mortgage realty trust
DOUGLAS AIRCRAFT INC,douglas aircraft
DART INDUSTRIES INC,dart industries
DOMINION RESOURCES INC VA,dominion resources va
DOMINION RESOURCES INC VA NEW,dominion resources va new
ELCO INDUSTRIES INC,elco industries
DOMINO MEDIA INC,domino media
DORCHESTER MINERALS LP,dorchester minerals lp
ECUADORIAN CORP LTD,ecuadorian
Foodbrands America Inc,foodbrands america
DOUGHTIES FOODS INC,doughties foods
DUPONT DE NEMOURS INC,dupont de nemours
DOW JONES & CO INC,dow jones
Omnicom Group Inc,omnicom
DRANETZ ENGINEERING LABS INC,dranetz engineering labs
DRANETZ TECHNOLOGIES INC,dranetz technologies
Dreyer's Grand Ice Cream Holdings Inc.,dreyers grand ice cream
Lasercard Corp,lasercard
Ducommun Inc,ducommun
DIVCO WAYNE CORP,divco wayne
DUCOMMUN INC DE,ducommun de
ELECTRO SENSORS INC,electro sensors
DUKE POWER CO,duke power
DUKE ENERGY CORP,duke energy
DUKE ENERGY CORP NEW,duke energy new
DUN & BRADSTREET COS INC,dun bradstreet cos
DUN & BRADSTREET CORP DEL,dun bradstreet del
DUN & BRADSTREET CORP DEL NEW,dun bradstreet del new
DUNKIN DONUTS INC,dunkin donuts
Legent Corp,legent
DUPLEX PRODUCTS INC,duplex products
Duquesne Light Holdings Inc,duquesne light
DURAKON INDUSTRIES INC,durakon industries
DURALITH CORP,duralith
Flowserve Corp.,flowserve
DYATRON CORP,dyatron
Dycom Industries Inc.,dycom industries
DYNAMIC HOMES INC,dynamic homes
Dynatronics Corp,dynatronics
DYNAMICS CORP AMER,dynamics amer
COBRA ELECTRONICS CORP,cobra electronics
DYNASIL CORPORATION OF AMERICA,dynasil of america
Dyneer Corp,dyneer
DYR LIQUIDATING CORP,dyr liquidating
ECI Telecom Ltd,eci telecom
Revvity Inc,revvity
Supreme Industries Inc.,supreme industries
PITTWAY CORP DEL,pittway del
PRO MED CAPITAL INC,pro med capital
EAGLE TELEPHONICS INC,eagle telephonics
EALING CORP,ealing
Eastern Utilities Associates Co,eastern utilities associates
EARTH SCIENCES INC,earth sciences
Eastern Co (The),eastern
Eastern Freightways Inc,eastern freightways
EASTERN FREIGHT WAYS INC,eastern freight ways
EASTERN UTILITIES ASSOC,eastern utilities assoc
EastGroup Properties Inc.,eastgroup properties
Eastman Kodak Co,eastman kodak
EASTOVER CORP,eastover
EATON FINANCIAL CORP,eaton financial
Eaton Corporation plc,eaton
ECOLAB INC,ecolab
EDGCOMB STEEL NEW ENGLAND INC,edgcomb steel new england
EDISON SAULT ELEC CO,edison sault elec
EDUCATIONAL DEVELOPMENT CORP,educational development
DENTAL MEDICAL DIAG SYS INC,dental medical diag sys
EGO RESOURCES LTD,ego resources
Ehrenreich Photo-Optical Industries,ehrenreich photooptical industries
EHRENREICH PHOTO OPTICAL INDS,ehrenreich photo optical inds
EIKONIX CORP,eikonix
ELBIT Ltd,elbit
EL POLLO ASADO INC,el pollo asado
Elan Corp PLC,elan
ELCOR CHEMICAL CORP,elcor chemical
ELCOR CORP,elcor
ELKCORP,elkcorp
ELDER BEERMAN STORES CORP,elder beerman stores
ELECTRO NUCLEONICS INC,electro nucleonics
ELECTRO RENT CORP,electro rent
ELECTRO SCIENTIFIC INDS INC,electro scientific inds
ELECTROMAGNETIC SCIENCES INC,electromagnetic sciences
ELECTRONIC CONTROL SYSTEM,electronic control system
ELECTRONIC MODULES CORP,electronic modules
ELECTRONIC RESEARCH ASSOC INC,electronic research assoc
ELECTRONIC TELE COMMUNICATIONS,electronic tele communications
ELECTRONICS MISSILES & COMMS INC,electronics missiles comms
ELLMANS INC,ellmans
ELRON ELECTRONIC INDUSTRIES LTD,elron electronic industries
EMCO LTD,emco
ENERGY METHODS CORP,energy methods
EMCOR PETROLEUM INC,emcor petroleum
EMERSON ELECTRIC MFG CO,emerson electric mfg
EMERSON ELECTRIC CO,emerson electric
EMERSON RADIO CORP,emerson radio
EMERY ENERGY INC,emery energy
EMPIRE AIRLINES INC,empire airlines
Empire District Electric Co.,empire district electric
EMPIRE DISTRICT ELEC CO,empire district elec
Energy Factors Inc,energy factors
Emulex Corp.,emulex
MINI MART CORP,mini mart
EGAN MACHINERY CO,egan machinery
ENERGEN CORP,energen
Energy Dynamics International Corp,energy dynamics international
ENERGY RESERVES GROUP INC,energy reserves
Centrum Industries Inc,centrum industries
Energynorth Inc,energynorth
WEATHERFORD INTERNATIONAL PLC,weatherford international
Energy Assets International Corp,energy assets international
ENERGY ASSETS INTL CORP,energy assets intl
ALAMITO CO,alamito
ENERGAS CO,energas
ATMOS ENERGY CORP,atmos energy
MARATHON PATENT GROUP INC,marathon patent
MARATHON DIGITAL HOLDINGS INC,marathon digital
MARA HOLDINGS INC,mara
ENDO LASE INC,endo lase
ENNIS BUSINESS FORMS INC,ennis business forms
ENSUN CORP,ensun
ENTRE COMPUTER CTRS INC,entre computer ctrs
ENZON INC,enzon
ENZON PHARMACEUTICALS INC,enzon pharmaceuticals
Equifax Inc.,equifax
EQT Corp,eqt
EXIDYNE INC,exidyne
ENVIRONMENT ONE CORP,environment one
ENVIRONMENTAL TESTING & CERTIF,environmental testing certif
ENVIRONMENTAL TREATMENT & TECHN,environmental treatment techn
EPSILON DATA MANAGEMENT INC,epsilon data management
EQUIMARK CORP,equimark
EQUITABLE BANCORP,equitable bancorp
EQUITABLE GAS CO,equitable gas
EQUITABLE RESOURCES INC,equitable resources
Escalade Inc,escalade
Erickson Gold Mines Ltd,erickson gold mines
ERICSSON,ericsson
OHM Corp,ohm
FMC Corp.,fmc
Espey Mfg & Electronics Corp,espey mfg electronics
ESPEY MANUFACTURING & ELCTRS COR,espey manufacturing elctrs cor
ESSEX COUNTY GAS CO,essex county gas
ESTERLINE CORP,esterline
ESTERLINE TECHNOLOGIES CORP,esterline technologies
NEUBERGER BERMAN INC,neuberger berman
NEWMARKET CORP,newmarket
EVANS & SUTHERLAND COMPUTER CORP,evans sutherland computer
EVANS INC,evans
EVERGOOD PRODUCTS CORP,evergood products
EXAR CORP,exar
EXCEL ENERGY CORP,excel energy
EXCOA OIL & GAS INC,excoa oil gas
Kingstone Cos Inc,kingstone cos
KINGSTONE COMPANIES INC,kingstone companies
EXPEDITORS INTERNATIONAL WA INC,expeditors international wa
EXPLOSIVE FABRICATORS INC,explosive fabricators
DYNAMIC MATERIALS CORP,dynamic materials
INSTEEL INDUSTRIES INC,insteel industries
Exxon Mobil Corp,exxon mobil
NextEra Energy Inc,nextera energy
Jo-Ann Stores Inc.,joann stores
JO ANN STORES INC,jo ann stores
First Virginia Banks Inc.,first virginia banks
Fairmount Chemical Co Inc,fairmount chemical
Family Dollar Stores Inc.,family dollar stores
Covista Communications Inc,covista communications
Fanny Farmer Candy Shops Inc,fanny farmer candy shops
CONVEST ENERGY CORP,convest energy
WESTMINSTER CAPITAL INC,westminster capital
FARMER BROTHERS CO,farmer brothers
FARR CO,farr
FEDERAL EXPRESS CORP,federal express
FEDEX CORP,fedex
Russel Metals Inc,russel metals
Ferro Corp.,ferro
FEDERAL MOGUL CORP,federal mogul
FLUOR CORP,fluor
Federal Realty Investment Trust,federal realty investment trust
FEDERAL PAPER BOARD INC,federal paper board
FELSWAY CORP,felsway
FEDERAL REALTY INVESTMENT TR NEW,federal realty investment tr new
COLE REAL ESTATE INVESTMENTS INC,cole real estate investments
FEDERAL SCREW WKS,federal screw wks
Federal Signal Corp.,federal signal
FEDERAL SIGN & SIGNAL CORP DE,federal sign signal de
MONTGOMERY WARD & CO,montgomery ward
MARCOR INC,marcor
MANAGEMENT ASSISTANCE INC,management assistance
MANAGEMENT ASSISTANCE INC LIQ TR,management assistance liq tr
MACYS INC,macys
FEDERATED PURCHASER INC,federated purchaser
FEY INDUSTRIES INC,fey industries
FIDELCOR INC,fidelcor
Fifth Third Bancorp,fifth third bancorp
Lisata Therapeutics Inc,lisata therapeutics
FIDELITY UNION BANCORPORATION,fidelity union bancorporation
Finnigan Corp,finnigan
Schawk Inc.,schawk
Dyansen Corp,dyansen
Interactive Data Holdings Corp,interactive data
INTERTEC DATA SYS,intertec data sys
INTERDIGITAL COMMUNICATIONS CORP,interdigital communications
FIRST & MERCHANTS CORP,first merchants
Regions Financial Corp,regions financial
REGIONS FINANCIAL CORP NEW,regions financial new
FirstMerit Corp,firstmerit
HYDE PARK ACQUISTION CORP II,hyde park acquistion ii
Trustmark Corp,trustmark
Florida Rock Industries Inc,florida rock industries
FIRST CITIZENS BANCSHARES INC NC,first citizens bancshares nc
FIRST DATA MGMT CO INC,first data mgmt
FIRST DATA RESOURCES INC,first data resources
M&T Bank Corp,mt bank
MICHIGAN SEAMLESS TUBE CO,michigan seamless tube
First Fidelity Bancorp,first fidelity bancorp
FIRST FIDELITY BANCORP NEW,first fidelity bancorp new
BancWest Corp,bancwest
First Jersey National Corp,first jersey national
FIRST KENTUCKY NATIONAL CORP,first kentucky national
U.S. Bancorp,us bancorp
FIRST OKLAHOMA BANCORP INC,first oklahoma bancorp
First Horizon Corp,first horizon
FIRST HORIZON NATIONAL CORP,first horizon national
Winthrop Realty Trust Inc,winthrop realty trust
FIRST UNION REAL EST EQ & MG INV,first union real est eq mg inv
FIRST UNITED BANCORPORATION INC,first united bancorporation
FIRST VIRGINIA BANKSHARES CORP,first virginia bankshares
Flagg Industries,flagg industries
FLAHS INC,flahs
FLAMEMASTER CORP,flamemaster
Flanigan's Enterprises Inc.,flanigans enterprises
FIRST BANKERS CORP FL,first bankers fl
FIRST BOSTON INCOME FD,first boston income fd
CREDIT SUISSE ASSET MGMT INC FD,credit suisse asset mgmt fd
FLEETBOSTON FINANCIAL CORP,fleetboston financial
Flakey Jake's Inc,flakey jakes
FLEXSTEEL INDUSTRIES INC,flexsteel industries
FLOCK INDUSTRIES INC,flock industries
FLORIDA AUTOMOTIVE MKTING CORP,florida automotive mkting
FLORIDA CYPRESS GARDENS INC,florida cypress gardens
Florida East Coast Industries Inc.,florida east coast industries
FLORIDA EAST COAST IND INC,florida east coast ind
FLORIDA PARTNERS CORP,florida partners
Florida Public Utilities Co,florida public utilities
FLORIDA ROCK INDS INC,florida rock inds
FLOWERS INDUSTRIES INC,flowers industries
FLOWERS FOODS INC,flowers foods
FLUOR CORP NEW,fluor new
Fonar Corp,fonar
FOODWAYS NATIONAL INC,foodways national
FOR BETTER LIVING INC,for better living
FORD MOTOR CO DEL,ford motor del
Metromedia International Group Inc.,metromedia international
TRACE PRODUCTS,trace products
Swiss Army Brands Inc,swiss army brands
L.B. Foster Co,lb foster
FOSTER WHEELER LTD,foster wheeler
Francana Oil & Gas Ltd,francana oil gas
FRANKLIN ELECTRIC INC,franklin electric
FREEPORT MCMORAN INC,freeport mcmoran
Franklin Resources Inc,franklin resources
Friedman Industries Inc,friedman industries
Frequency Electronics Inc.,frequency electronics
FRISCHS RESTAURANTS INC,frischs restaurants
FRITZI CALIFORNIA MFG CORP,fritzi california mfg
FROST & SULLIVAN INC,frost sullivan
Frozen Food Express Industries Inc,frozen food express industries
FROZEN FOOD EXPRESS INDS INC,frozen food express inds
MONITERM CORP,moniterm
Daka International Inc,daka international
FUJI PHOTO FILM LTD,fuji photo film
FUJIFILM HOLDINGS CORP,fujifilm
H.B. Fuller Co.,hb fuller
Future Communications,future communications
FUNTIME INC,funtime
GE Aerospace,ge aerospace
GF Corp,gf
GULF NUCLEAR INC,gulf nuclear
GTI Corp,gti
GALVESTON HOUSTON CO,galveston houston
Good (L.S.) Co,good
TEGNA Inc,tegna
Gap Inc,gap
GREAT ATLANTIC & PAC TEA INC,great atlantic pac tea
Garlock Inc,garlock
GAYLORDS NATIONAL CORP,gaylords national
Aerojet Rocketdyne Holdings Inc,aerojet rocketdyne
GENERAL AIRCRAFT CORP,general aircraft
General American Investors Co Inc,general american investors
GENERAL AMERICAN OIL CO TX,general american oil tx
GENERAL BINDING CORP,general binding
GENERAL DATABASE TECHNOLOGY,general database technology
MedClean Technologies Inc,medclean technologies
MCLAREN PERFORMANCE TECHS INC,mclaren performance techs
GENERAL DYNAMICS CORP,general dynamics
GENERAL ELECTRIC CO,general electric
General Housewares,general housewares
GEE Group Inc,gee
GENERAL EMPLOYMENT ENTERPRS INC,general employment enterprs
GENERAL EMPLOYMENT ENTREPRS INC,general employment entreprs
General Mills Inc.,general mills
General Motors Co,general motors
Ally Financial Inc,ally financial
ALLIANCE GAMING CORP,alliance gaming
GENERAL SHALE PRODS CORP,general shale prods
SPX Technologies Inc,spx technologies
GENESCO INC,genesco
Genuine Parts Co,genuine parts
Gentex Corporation,gentex
GENEX CORP,genex
GENOVA INC,genova
Bontex Inc,bontex
GERBER SCIENTIFIC INSTR CO,gerber scientific instr
GERBER SCIENTIFIC INC,gerber scientific
GETTY REALTY CORP NEW,getty realty new
GERIATRIC & MEDICAL CENTERS INC,geriatric medical centers
GETTY REALTY CORP,getty realty
Giant Yellowknife Mines Ltd,giant yellowknife mines
Glatfelter Corp,glatfelter
GIBSON GREETINGS INC,gibson greetings
GIBSON HOMANS CO,gibson homans
GIFFORD HILL & CO INC,gifford hill
GIRARD CO,girard
GISH BIOMEDICAL INC,gish biomedical
GSK plc,gsk
GLAXOSMITHKLINE PLC,glaxosmithkline
GODFATHERS PIZZA INC,godfathers pizza
GODFREY CO,godfrey
GOLDEN ENTERPRISES INC,golden enterprises
Golden West Financial Corp.,golden west financial
GOODHEART WILLCOX INC,goodheart willcox
GOODRICH CORP,goodrich
Goodyear Tire & Rubber Co,goodyear tire rubber
Grace (W R) & Co,grace
Gorman-Rupp Co (The),gormanrupp
GORMAN RUPP CO,gorman rupp
GRANITE CITY STL CO,granite city stl
Great Northern Iron Ore Properties,great northern iron ore properties
KYTHERA BIOPHARMACEUTICALS INC,kythera biopharmaceuticals
GOTAAS LARSEN SHIPPING CORP,gotaas larsen shipping
Graco Inc.,graco
GRAHAM MANUFACTURING INC,graham manufacturing
GRAHAM CORP,graham
GRAND UNION CO,grand union
GRANITEVILLE CO,graniteville
GRAPHIC SCANNING CORP,graphic scanning
GRAY & CO PUBLIC COMMNICATIONS,gray public commnications
Gray Media Inc,gray media
GLOBAL TECHNOVATIONS INC,global technovations
GRAY TELEVISION INC,gray television
Gorilla Gold Mines Ltd,gorilla gold mines
GREAT NORTHERN IRON ORE PPTYS,great northern iron ore pptys
GINN & CO,ginn
GREAT NORTHERN NEKOOSA CORP,great northern nekoosa
Alseres Pharmaceuticals Inc,alseres pharmaceuticals
GREATER BAY CASINO CORP,greater bay casino
GREATER JERSEY BANCORPORATION,greater jersey bancorporation
ALL SEASONS RESORTS INC,all seasons resorts
Noodle Kidoodle Inc,noodle kidoodle
Hamilton Digital Control Inc,hamilton digital control
NICHOLAS APPLEGATE GROWTH EQUITY,nicholas applegate growth equity
GREIF INC,greif
GREY ADVERTISING INC,grey advertising
GREY GLOBAL GROUP INC,grey global
MORTGAGE GUARANTEE INS CORP,mortgage guarantee ins
MONEYGRAM INTERNATIONAL INC,moneygram international
GROFF INDUSTRIES INC,groff industries
HAMILTON DIGITAL CONTROLS INC,hamilton digital controls
GUARDIAN PACKAGING CORP,guardian packaging
GulfMark Offshore Inc,gulfmark offshore
GULF BROADCAST CO,gulf broadcast
GULF ENERGY CORP,gulf energy
GYRODYNE COMPANY AMERICA INC,gyrodyne company america
