,original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound
69,MATRIX PHARMACEUTICAL INC,matrix pharmaceutical,10.0,3.5,0,1,0,0.4,4,0.0,1,p065
70,MATSON INC,matson,6.0,2.0,0,1,0,0.3333333333333333,1,0.0,1,m032
71,ALEXANDER ENERGY CORP,alexander energy,7.5,3.5,1,0,0,0.4666666666666667,4,0.0,1,a402
72,ALEXANDERS INC,alexanders,10.0,4.0,1,0,0,0.4,2,0.0,1,a402
73,Lehigh Press Inc,lehigh press,5.5,1.5,0,1,0,0.2727272727272727,2,0.0,1,l020
74,Adams Natural Resources Fund Inc,adams natural resources,7.0,2.6666666666666665,1,0,0,0.42857142857142855,4,0.0,0,r020
75,Alico Inc,alico,5.0,3.0,1,0,0,0.6,1,1.0,1,a402
76,ALGOMA STEEL GROUP INC,algoma steel,5.5,2.0,1,0,0,0.45454545454545453,2,0.0,1,a420
77,Alleghany Corp,alleghany,9.0,4.0,1,0,0,0.4444444444444444,2,0.0,1,a402
78,ALLEGHANY CORP DE,alleghany de,5.5,2.5,1,0,0,0.45454545454545453,2,0.0,1,a402
79,Allen Organ Company,allen organ company,5.666666666666667,2.3333333333333335,1,0,0,0.4117647058823529,3,0.0,0,c051
80,ALLEGHENY ENERGY INC,allegheny energy,7.5,3.5,1,0,0,0.4666666666666667,4,0.0,1,a402
81,PETROLEUM & RESOURCES CORP,petroleum resources,9.0,3.5,0,1,0,0.4444444444444444,4,0.0,1,p036
82,ALLEN ORGAN CO,allen organ,5.0,2.0,1,0,0,0.4,2,0.0,1,a405
83,ALLIED BANCSHARES INC,allied bancshares,8.0,2.0,1,0,0,0.375,3,0.5,1,b052
84,ALLIED SECURITY INC,allied security,7.0,3.0,1,0,0,0.5,2,0.0,1,s020
85,HONEYWELL INC,honeywell,9.0,3.0,0,1,0,0.4444444444444444,2,0.0,1,h050
86,ALUMINUM SPECIALTY CO,aluminum specialty,8.5,3.5,1,0,0,0.47058823529411764,2,0.0,1,s102
87,ALLIS CHALMERS CORP,allis chalmers,6.5,2.0,1,0,0,0.3076923076923077,3,0.0,1,c045
88,ALLIS CHALMERS ENERGY INC,allis chalmers energy,6.333333333333333,2.3333333333333335,1,0,0,0.3684210526315789,3,0.0,0,c045
89,Skyworks Solutions Inc,skyworks solutions,8.5,2.5,0,1,0,0.35294117647058826,4,0.5,1,s040
90,PUTNAM HIGH INCOME CONV BOND FD,putnam high income conv fd,4.4,1.4,0,1,0,0.3181818181818182,3,0.0,0,p035
91,ALPHA PETROLEUM EXPLORATION CORP,alpha petroleum exploration,8.333333333333334,3.3333333333333335,1,0,0,0.44,3,0.0,0,e214
92,SENTO TECHNICAL INNOVATIONS CORP,sento technical innovations,8.333333333333334,3.0,0,1,0,0.4,5,0.3333333333333333,0,i501
93,SENTO CORP,sento,5.0,2.0,0,1,0,0.4,1,1.0,1,s053
94,Hatteras Income Securities Inc.,hatteras income securities,8.0,3.0,0,1,0,0.4583333333333333,4,0.0,0,s020
95,HATTERAS INCOME SECS INC,hatteras income secs,6.0,2.0,0,1,0,0.3888888888888889,3,0.0,0,h030
96,BlackRock Senior High Income Fund Inc,blackrock senior high income,6.25,1.75,1,0,0,0.36,3,0.25,0,b402
97,First Trust India Nifty 50 Equal Weight ETF,first trust india nifty equal weight,5.166666666666667,1.6666666666666667,0,1,0,0.3870967741935484,5,0.0,0,w020
98,HELVETIA FUND INC,helvetia,8.0,3.0,0,1,0,0.5,2,0.0,1,h041
99,Amcole Energy Corp,amcole energy,6.0,2.5,1,0,0,0.5,3,0.5,1,a520
100,SWISS HELVETIA FUND INC,swiss helvetia,6.5,2.0,0,1,0,0.38461538461538464,3,0.0,1,h041
101,Hess Corp,hess,4.0,1.0,0,1,0,0.25,2,0.0,1,h020
102,HESSTON CORP,hesston,7.0,2.0,0,1,0,0.2857142857142857,2,0.0,1,h023
103,LUMINA COPPER CORP,lumina copper,6.0,2.5,0,1,0,0.4166666666666667,2,0.0,1,l050
104,U-Haul Holding Co,uhaul,5.0,2.0,0,1,0,0.6,2,1.0,1,u040
105,AMERCO,amerco,6.0,3.0,1,0,0,0.5,1,1.0,1,a506
106,AMERICAN BUILDING MAINTENANCE IN,american building maintenance in,7.25,2.5,1,0,0,0.4482758620689655,6,0.0,0,m053
107,PRICE CAPITAL CORP,price capital,6.0,2.0,0,1,0,0.4166666666666667,2,0.0,1,c010
108,PROMUS COMPANIES INC,promus companies,7.5,2.5,0,1,0,0.4,2,0.5,1,c051
109,PRIMERICA INC,primerica,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,p605
110,Invesco Bond Fund,invesco,7.0,3.0,0,1,0,0.42857142857142855,1,1.0,1,i510
111,VAN KAMPEN BOND FUND,van kampen,4.5,1.5,0,0,1,0.3333333333333333,2,0.5,1,k051
112,INVESCO VAN KAMPEN BOND FUND,invesco van kampen,5.333333333333333,2.0,0,1,0,0.375,3,0.6666666666666666,0,i510
113,American Diagnostics Corp,american diagnostics,9.5,4.0,1,0,0,0.42105263157894735,3,0.0,1,d025
114,AMERICAN ECOLOGY CORP,american ecology,7.5,4.0,1,0,0,0.5333333333333333,2,0.0,1,a506
115,AMERICAN ELECTRIC POWER CO INC,american electric power,7.0,3.0,1,0,0,0.42857142857142855,4,0.0,0,a506
116,AMERICAN FLETCHER CORP,american fletcher,8.0,3.0,1,0,0,0.375,3,0.0,1,a506
117,HIGH YIELD PLUS FD INC,high yield plus fd,3.75,1.0,0,1,0,0.3333333333333333,2,0.0,0,y043
118,American Vantage Companies,american vantage companies,8.0,3.0,1,0,0,0.4583333333333333,5,0.0,0,c051
119,AMERICAN VANTAGE COS,american vantage cos,6.0,2.3333333333333335,1,0,0,0.4444444444444444,4,0.0,0,a506
120,AMERICAN EXPRESS CO,american express,7.5,3.0,1,0,0,0.4,3,0.0,1,a506
121,Aflac Incorporated,aflac incorporated,8.5,3.5,1,0,0,0.4117647058823529,3,0.5,1,i520
122,AFLAC INC,aflac,5.0,2.0,1,0,0,0.4,2,1.0,1,a140
123,AMERICAN FILTRONA CORP,american filtrona,8.0,3.5,1,0,0,0.4375,3,0.5,1,a506
124,AMERICAN HELIOTHERMAL CORP,american heliothermal,10.0,4.0,1,0,0,0.45,3,0.5,1,h040
125,Barings Corporate Investors,barings corporate investors,8.333333333333334,2.6666666666666665,1,0,0,0.36,4,0.3333333333333333,0,c061
126,AMERICAN FURNITURE INC,american furniture,8.5,3.5,1,0,0,0.47058823529411764,3,0.0,1,f065
127,Mexico Fund Inc. (The),mexico,6.0,3.0,0,1,0,0.5,1,0.0,1,m020
128,Amdura Corp,amdura,6.0,3.0,1,0,0,0.5,2,1.0,1,a530
129,ASSOCIATED PRODUCTIONS INC,associated productions,10.5,4.0,1,0,0,0.42857142857142855,3,0.0,1,p603
130,Wyeth,wyeth,5.0,2.0,0,0,1,0.4,1,0.0,1,w030
131,Curtiss-Wright Corp,curtisswright,13.0,3.0,1,0,0,0.23076923076923078,2,1.0,1,c063
132,American International Group Inc,american international,10.5,4.5,1,0,0,0.47619047619047616,4,0.0,1,i530
133,American Management Systems Inc.,american management systems,8.333333333333334,3.0,1,0,0,0.4,4,0.0,0,m050
134,AMERICAN INTERNATIONAL PICTURES,american international pictures,9.666666666666666,3.6666666666666665,1,0,0,0.4482758620689655,4,0.0,0,i530
135,American Locker Group Inc,american locker,7.0,3.0,1,0,0,0.42857142857142855,2,0.0,1,a506
136,Damon Group Inc,damon,5.0,2.0,1,0,0,0.4,1,0.0,1,d050
137,Gallery of History Inc,gallery of history,5.333333333333333,2.3333333333333335,0,1,0,0.4375,2,0.0,0,g040
138,AMERICAN MEDICAL ALERT CORP,american medical alert,6.666666666666667,3.0,1,0,0,0.45,4,0.0,0,a506
139,AMERICAN NATIONAL INS CO,american national ins,6.333333333333333,2.6666666666666665,1,0,0,0.47368421052631576,4,0.0,0,a506
140,AMERICAN NATIONAL GROUP INC,american national,8.0,3.5,1,0,0,0.5,4,0.0,1,a506
141,AMERICAN NETWORK INC,american network,7.5,3.0,1,0,0,0.4,2,0.0,1,a506
142,AMERICAN PACIFIC CORP,american pacific,7.5,3.5,1,0,0,0.4666666666666667,3,0.0,1,a506
143,Pioneer Interest Shares,pioneer interest,7.5,2.5,0,1,0,0.4666666666666667,4,0.0,1,i530
144,American Realty Investors Inc.,american realty investors,7.666666666666667,3.3333333333333335,1,0,0,0.43478260869565216,3,0.0,0,i510
145,American Savings/FL FSB,american savingsfl fsb,6.666666666666667,2.3333333333333335,1,0,0,0.3,3,0.6666666666666666,0,s010
146,Ennis Inc,ennis,5.0,2.0,1,0,0,0.4,2,0.0,1,e502
147,American Science and Engineering Inc.,american science and engineering,7.25,2.75,1,0,0,0.4482758620689655,6,0.0,0,e520
148,AMERICAN SCIENCE & ENGR INC,american science engr,6.333333333333333,2.3333333333333335,1,0,0,0.42105263157894735,4,0.0,0,a506
149,American Shared Hospital Services,american shared hospital services,7.5,2.75,1,0,0,0.4,4,0.0,0,a506
150,AMERICAN SHARED HOSPITAL SVCS,american shared hospital svcs,6.5,2.25,1,0,0,0.34615384615384615,4,0.25,0,a506
151,LOGILITY INC,logility,8.0,4.0,0,1,0,0.5,2,1.0,1,l020
152,American Vanguard Corp,american vanguard,8.0,3.0,1,0,0,0.4375,4,0.0,1,a506
153,AMERICAN WESTERN CORP,american western,7.5,3.0,1,0,0,0.4,3,0.0,1,a506
154,AMERICAN WESTERN CORP NEW,american western new,6.0,2.3333333333333335,1,0,0,0.3888888888888889,4,0.0,0,a506
155,ProShares UltraShort Financials,proshares ultrashort financials,9.666666666666666,3.0,0,1,0,0.3448275862068966,4,0.6666666666666666,0,u436
156,BNY Mellon Strategic Municipals Inc,bny mellon strategic municipals,7.0,2.5,1,0,0,0.35714285714285715,3,0.25,0,m050
157,AMETEK Inc,ametek,6.0,3.0,1,0,0,0.5,2,1.0,1,a503
158,AMETEK INC NEW,ametek new,4.5,2.0,1,0,0,0.4444444444444444,3,0.5,1,a503
159,Amgen Inc,amgen,5.0,2.0,1,0,0,0.4,1,1.0,1,a520
160,APA Corporation,apa,3.0,2.0,1,0,0,0.6666666666666666,2,0.0,1,a100
161,Arvin Industries Inc,arvin industries,7.5,2.5,1,0,0,0.4,3,0.0,1,i530
162,AMISTAR CORP,amistar,7.0,3.0,1,0,0,0.42857142857142855,2,1.0,1,a502
163,DREYFUS STRATEGIC MUNICIPALS INC,dreyfus strategic municipals,8.666666666666666,3.0,1,0,0,0.38461538461538464,3,0.0,0,m050
164,AMPCO PITTSBURGH CORP,ampco pittsburgh,7.5,2.0,1,0,0,0.26666666666666666,2,0.5,1,p032
165,AMPOWER INSTRUMENTS INC,ampower instruments,9.0,3.0,1,0,0,0.3333333333333333,2,0.5,1,i523
166,AMPOWER TECHNOLOGIES INC,ampower technologies,9.5,3.5,1,0,0,0.42105263157894735,3,0.5,1,t020
167,ANADITE INC,anadite,7.0,3.0,1,0,0,0.5714285714285714,2,1.0,1,a503
168,ANALOG DEVICES INC,analog devices,6.5,3.0,1,0,0,0.46153846153846156,2,0.0,1,d010
169,ANALOGIC CORP,analogic,8.0,4.0,1,0,0,0.5,2,0.0,1,a504
170,Anaren Inc,anaren,6.0,3.0,1,0,0,0.5,2,1.0,1,a506
171,ANALYSTS INTERNATIONAL CORP,analysts international,10.5,4.0,1,0,0,0.42857142857142855,4,0.0,1,i530
172,ANAREN MICROWAVE INC,anaren microwave,7.5,3.0,1,0,0,0.4666666666666667,3,0.5,1,m026
173,MOSCOW CABLECOM CORP,moscow cablecom,7.0,2.5,0,1,0,0.35714285714285715,3,0.5,1,c014
174,CROWN ANDERSEN INC,crown andersen,6.5,2.0,1,0,0,0.3076923076923077,3,0.0,1,a530
175,ANDOVER CONTROLS CORP,andover controls,7.5,2.5,1,0,0,0.3333333333333333,3,0.0,1,c053
176,ANDERSEN GROUP INC,andersen,8.0,3.0,1,0,0,0.375,2,0.0,1,a530
177,ANDREW CORP,andrew,6.0,2.0,1,0,0,0.3333333333333333,1,0.0,1,a536
178,ANDROS ANALYZERS,andros analyzers,7.5,3.0,1,0,0,0.4,3,0.0,1,a504
179,ANDROS INC,andros,6.0,2.0,1,0,0,0.3333333333333333,1,0.0,1,a536
180,ANGIOMEDICS INC,angiomedics,11.0,5.0,1,0,0,0.45454545454545453,2,1.0,1,a520
181,ANDERSONS INC,andersons,9.0,3.0,1,0,0,0.3333333333333333,2,1.0,1,a530
182,Nabors Industries Ltd,nabors industries,8.0,2.5,0,1,0,0.375,3,0.5,1,i530
183,PUTNAM HIGH INCOME BOND FD,putnam high income fd,4.5,1.5,0,1,0,0.3333333333333333,2,0.0,0,p035
184,PUTNAM HIGH INCOME SECURITIES FD,putnam high income securities fd,5.6,2.0,0,1,0,0.39285714285714285,4,0.0,0,s020
185,BIW Ltd,biw,3.0,1.0,1,0,0,0.3333333333333333,1,0.0,1,b000
186,BIRMINGHAM UTILITIES INC,birmingham utilities,9.5,3.5,1,0,0,0.42105263157894735,5,0.0,1,b065
187,NATMAR INC,natmar,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,n035
188,ANTEX CORP,antex,5.0,2.0,1,0,0,0.4,1,1.0,1,a530
189,APACHE CORP,apache,6.0,3.0,1,0,0,0.5,2,0.0,1,a102
190,Apco Oil and Gas International Inc,apco oil and gas international,5.2,2.0,1,0,0,0.46153846153846156,5,0.2,0,i530
191,HIGH INCOME SECURITIES FUND,high income securities,6.666666666666667,2.3333333333333335,0,1,0,0.45,4,0.0,0,s020
192,APCO ARGENTINA INC CAYMAN ISL,apco argentina cayman isl,5.5,2.25,1,0,0,0.45454545454545453,5,0.25,0,a620
193,APCO OIL & GAS INTERNATIONAL INC,apco oil gas international,5.75,2.25,1,0,0,0.4782608695652174,4,0.25,0,i530
194,APOGEE ENTERPRISES INC,apogee enterprises,8.5,3.5,1,0,0,0.47058823529411764,5,0.0,1,e530
195,APPLE COMPUTER INC,apple computer,6.5,2.5,1,0,0,0.38461538461538464,3,0.0,1,c051
196,APPLE INC,apple,5.0,2.0,1,0,0,0.4,2,0.0,1,a140
197,APPLIED COMMUNICATION INC,applied communication,10.0,3.5,1,0,0,0.45,3,0.0,1,c050
198,APPLIED MATERIALS INC,applied materials,8.0,3.0,1,0,0,0.4375,3,0.0,1,m030
199,PUTNAM MASTER INTER INCOME TR,putnam master inter income tr,5.0,1.8,0,1,0,0.36,4,0.0,0,p035
200,ENERPAC TOOL GROUP CORP,enerpac tool,5.5,2.0,1,0,0,0.45454545454545453,2,0.5,1,e506
201,AQUARIUS RESOURCES LTD,aquarius resources,8.5,3.5,1,0,0,0.5294117647058824,3,0.0,1,r020
202,AQUITAINE COMAPNY CANADA LTD,aquitaine comapny canada,7.333333333333333,3.0,1,0,0,0.5454545454545454,6,0.3333333333333333,0,a203
203,TRECO INC DE,treco de,3.5,1.5,0,1,0,0.42857142857142855,2,0.5,1,t602
204,TRECORA RESOURCES,trecora resources,8.0,3.0,0,1,0,0.4375,4,0.5,1,r020
205,Advanced Oxygen Technology,advanced oxygen technology,8.0,3.0,1,0,0,0.4166666666666667,3,0.0,0,t020
206,Archer-Daniels-Midland Co,archerdanielsmidland,20.0,6.0,1,0,0,0.35,3,1.0,1,a620
207,ARCHER DANIELS MIDLAND CO,archer daniels midland,6.666666666666667,2.0,1,0,0,0.35,3,0.0,0,d050
208,Arden Group Inc,arden,5.0,2.0,1,0,0,0.4,1,0.0,1,a630
209,Ashland Inc,ashland,7.0,2.0,1,0,0,0.2857142857142857,2,0.0,1,a204
210,ARIZONA BANCWEST CORP,arizona bancwest,7.5,3.0,1,0,0,0.4,3,0.5,1,b052
211,QUEST FOR VALUE DUAL PURPOSE,quest for value dual purpose,4.8,1.6,0,1,0,0.4583333333333333,4,0.0,0,p061
212,ArcBest Corp,arcbest,7.0,2.0,1,0,0,0.2857142857142857,1,1.0,1,a621
213,Aydin Corp,aydin,5.0,2.0,1,0,0,0.6,1,0.0,1,a030
214,ROYCE VALUE TRUST INC,royce value trust,5.0,1.3333333333333333,0,1,0,0.4666666666666667,2,0.0,0,r020
215,Arnold Industries Inc,arnold industries,8.0,2.5,1,0,0,0.375,2,0.0,1,i530
216,Arrow Electronics Inc,arrow electronics,8.0,3.0,1,0,0,0.375,3,0.0,1,e402
217,ARTEL COMMUNICATIONS CORP,artel communications,9.5,3.5,1,0,0,0.42105263157894735,2,0.0,1,c050
218,ARTS WAY MANUFACTURING INC,arts way manufacturing,6.666666666666667,2.3333333333333335,1,0,0,0.4,4,0.0,0,m050
219,ROYCE SMALL CAP TRUST INC,royce small cap trust,4.5,1.0,0,1,0,0.3333333333333333,2,0.0,0,r020
220,ASHLAND OIL & REFNG CO,ashland oil refng,5.0,1.3333333333333333,1,0,0,0.3333333333333333,2,0.3333333333333333,0,a204
221,ASHLAND OIL INC,ashland oil,5.0,1.5,1,0,0,0.4,2,0.0,1,a204
222,Associated Communications Corp,associated communications,12.0,5.0,1,0,0,0.4583333333333333,3,0.0,1,c050
223,ASHLAND INC NEW,ashland new,5.0,1.5,1,0,0,0.3,2,0.0,1,a204
224,ASHLAND GLOBAL HOLDINGS INC,ashland global,6.5,2.0,1,0,0,0.3076923076923077,3,0.0,1,a204
225,ASHTON TATE,ashton tate,5.0,1.5,1,0,0,0.4,3,0.0,1,a203
226,ASKIN SERVICE CORP,askin service,6.0,2.0,1,0,0,0.4166666666666667,2,0.5,1,s061
227,ASPEN RIBBON INC,aspen ribbon,5.5,2.0,1,0,0,0.36363636363636365,2,0.0,1,r010
228,ASPEN IMAGING INTERNATIONAL INC,aspen imaging international,8.333333333333334,3.3333333333333335,1,0,0,0.44,5,0.0,0,i530
229,ASSOCIATED HOSTS INC,associated hosts,7.5,3.0,1,0,0,0.4,4,0.0,1,a202
230,ATLAN TOL INDS INC,atlan tol inds,4.0,1.3333333333333333,1,0,0,0.3333333333333333,2,0.6666666666666666,0,a340
231,ASTRO MEDICAL INC NEW,astro medical new,5.0,2.0,1,0,0,0.4,2,0.0,0,m030
232,ASTRONOVA INC,astronova,9.0,4.0,1,0,0,0.4444444444444444,2,1.0,1,a236
233,Astronics Corp,astronics,9.0,3.0,1,0,0,0.3333333333333333,2,1.0,1,a236
234,Associates First Capital Corp,associates first capital,7.333333333333333,2.6666666666666665,1,0,0,0.4090909090909091,4,0.0,0,a202
235,ASTRO MEDICAL INC,astro medical,6.0,2.5,1,0,0,0.4166666666666667,2,0.0,1,m030
236,NEW AMERICAN SHOE INC,new american shoe,5.0,2.0,0,1,0,0.4666666666666667,3,0.0,0,a506
237,SPAIN FUND INC,spain,5.0,1.0,0,1,0,0.4,1,0.0,1,s105
238,IBERO AMERICA FD INC,ibero america fd,4.666666666666667,2.6666666666666665,0,1,0,0.5,2,0.0,0,a506
239,Authenticolor Inc,authenticolor,13.0,5.0,1,0,0,0.46153846153846156,2,1.0,1,a030
240,Atwood Oceanics Inc.,atwood oceanics,7.0,2.5,1,0,0,0.5,3,0.5,1,o205
241,REXNORD CORP,rexnord,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,r025
242,VIREXX MEDICAL CORP,virexx medical,6.5,2.5,0,0,1,0.38461538461538464,2,0.5,1,m030
243,REX AMERICAN RESOURCES CORP,rex american resources,6.666666666666667,2.6666666666666665,0,1,0,0.45,4,0.0,0,r020
244,ASAHI AMERICA INC,asahi america,6.0,3.5,1,0,0,0.5833333333333334,4,0.0,1,a506
245,Autodesk Inc,autodesk,8.0,3.0,1,0,0,0.5,1,1.0,1,a030
246,DIGITAL COMMUNICATIONS ASSOC INC,digital communications assoc,8.666666666666666,3.3333333333333335,1,0,0,0.4230769230769231,4,0.0,0,c050
247,DIALYSIS CORP AMERICA,dialysis america,7.5,4.0,1,0,0,0.5333333333333333,3,0.0,1,d040
248,Automatic Data Processing Inc,automatic data processing,7.666666666666667,3.0,1,0,0,0.43478260869565216,4,0.0,0,p602
249,ALLIED PRODUCTS CORP DE,allied products de,5.333333333333333,1.6666666666666667,1,0,0,0.375,3,0.0,0,p603
250,ABACUS DIRECT CORP,abacus direct,6.0,2.5,1,0,0,0.4166666666666667,2,0.0,1,a102
251,AUXTON COMPUTER ENTERPRISES,auxton computer enterprises,8.333333333333334,3.0,1,0,0,0.4,4,0.3333333333333333,0,e530
252,AVANTEK INC,avantek,7.0,3.0,1,0,0,0.42857142857142855,2,1.0,1,a105
253,TCW Strategic Income Fund Inc,tcw strategic income,6.0,2.0,0,1,0,0.3333333333333333,3,0.3333333333333333,0,s360
254,TRINITECH SYSTEMS INC,trinitech systems,8.0,2.5,0,1,0,0.3125,3,0.5,1,t605
255,AVERY INC,avery,5.0,3.0,1,0,0,0.6,1,0.0,1,a106
256,AVERY PRODUCTS CORP,avery products,6.5,2.5,1,0,0,0.38461538461538464,2,0.0,1,p603
257,AVERY INTERNATIONAL CORP,avery international,9.0,4.0,1,0,0,0.5,3,0.0,1,i530
258,AVERY DENNISON CORP,avery dennison,6.5,3.0,1,0,0,0.46153846153846156,3,0.0,1,d050
259,AVIATION GROUP INC,aviation,8.0,4.0,1,0,0,0.625,2,0.0,1,a103
260,Avnet Inc,avnet,5.0,2.0,1,0,0,0.4,1,1.0,1,a150
261,AVON PRODUCTS INC,avon products,6.0,2.0,1,0,0,0.3333333333333333,2,0.0,1,p603
262,AZZ Inc,azz,3.0,1.0,1,0,0,0.3333333333333333,2,1.0,1,a200
263,BRT Apartments Corp,brt apartments,6.5,2.0,1,0,0,0.23076923076923078,3,0.0,1,a106
264,AZTEC RESOURCES CORP,aztec resources,7.0,2.5,1,0,0,0.42857142857142855,3,0.0,1,r020
265,SABA SOFTWARE INC,saba software,6.0,2.0,0,1,0,0.4166666666666667,3,0.0,1,s013
266,BRITISH AMERICAN TOBACCO PLC,british american tobacco,7.333333333333333,3.0,1,0,0,0.4090909090909091,3,0.0,0,a506
267,BILLY THE KID INC,billy the kid,3.6666666666666665,1.3333333333333333,1,0,0,0.36363636363636365,2,0.0,0,b040
268,Knowledge Data Systems Inc,knowledge data systems,6.666666666666667,2.0,0,1,0,0.35,3,0.0,0,k504
269,KNOWLEDGE DATA SYSTEM INC,knowledge data system,6.333333333333333,2.0,0,1,0,0.3684210526315789,3,0.0,0,k504
270,Mid-Atlantic Realty Trust,midatlantic realty trust,7.333333333333333,2.6666666666666665,0,1,0,0.36363636363636365,5,0.3333333333333333,0,m030
271,MID ATLANTIC REALTY TRUST,mid atlantic realty trust,5.5,2.0,0,1,0,0.36363636363636365,5,0.0,0,a340
272,BURMA MINES LTD,burma mines,5.0,1.5,1,0,0,0.4,2,0.0,1,b065
273,BADGER METER INC,badger meter,5.5,2.0,1,0,0,0.36363636363636365,3,0.0,1,b032
274,SABA CAPITAL INCOME & OPP FD II,saba capital income opp fd ii,4.0,1.6666666666666667,0,1,0,0.4583333333333333,4,0.0,0,c010
275,THAI FUND INC,thai,4.0,1.0,0,1,0,0.5,1,0.0,1,t000
276,BADGER PAPER MILLS INC,badger paper mills,5.333333333333333,1.6666666666666667,1,0,0,0.3125,2,0.0,0,b032
277,BAIRD CORP,baird,5.0,1.0,1,0,0,0.4,1,0.0,1,b063
278,Protective Insurance Corp,protective insurance,9.5,3.0,0,1,0,0.42105263157894735,3,0.0,1,p603
279,BEEHIVE INTERNATIONAL,beehive international,10.0,3.5,1,0,0,0.5,4,0.0,1,i530
280,BAKER HUGHES INC,baker hughes,5.5,1.5,1,0,0,0.36363636363636365,2,0.0,1,h020
281,Balchem Corp,balchem,7.0,2.0,1,0,0,0.2857142857142857,1,1.0,1,b042
282,BALDOR ELECTRIC CO,baldor electric,7.0,2.5,1,0,0,0.35714285714285715,2,0.5,1,e402
283,Ball Corporation,ball,4.0,1.0,1,0,0,0.25,2,0.0,1,b040
284,BALLY MANUFACTURING CORP,bally manufacturing,9.0,3.5,1,0,0,0.3888888888888889,3,0.0,1,m050
285,BALLY ENTERTAINMENT CORP,bally entertainment,9.0,3.0,1,0,0,0.3888888888888889,3,0.0,1,e530
286,BANPONCE CORP NEW,banponce new,5.5,1.5,1,0,0,0.36363636363636365,3,0.5,1,b051
287,POPULAR INC,popular,7.0,3.0,0,1,0,0.42857142857142855,2,0.0,1,p010
288,Bank of Hawaii Corp,bank of hawaii,4.0,1.6666666666666667,1,0,0,0.5,3,0.0,0,h000
289,BANCOHIO CORP,bancohio,8.0,3.0,1,0,0,0.5,2,1.0,1,b052
290,PROSHARES TRUST,proshares trust,7.0,2.0,0,1,0,0.2857142857142857,3,0.5,1,p602
291,PACIFIC CENTURY FINANCIAL CORP,pacific century financial,7.666666666666667,3.0,0,1,0,0.43478260869565216,4,0.0,0,f050
292,First Banks America Inc.,first banks america,5.666666666666667,2.0,0,1,0,0.35294117647058826,3,0.0,0,a506
293,UNITED KINGDOM FUND INC,united kingdom,6.5,2.5,0,1,0,0.38461538461538464,2,0.0,1,k052
294,BANCAL TRI ST CORP,bancal tri st,3.6666666666666665,1.3333333333333333,1,0,0,0.2727272727272727,2,0.0,0,b052
295,REGIONAL FINANCIAL SHS IN FD INC,regional financial shs in fd,4.8,1.8,0,1,0,0.375,4,0.2,0,f050
296,BANK COMMONWEALTH DETROIT MICH,bank commonwealth detroit mich,6.75,1.75,1,0,0,0.3333333333333333,3,0.0,0,c050
297,NATIONAL ENTERPRISE BANK,national enterprise bank,7.333333333333333,2.3333333333333335,0,1,0,0.4090909090909091,4,0.0,0,e530
298,Bank of New York Mellon Corp (The),bank of new york mellon,3.8,1.2,1,0,0,0.3684210526315789,3,0.0,0,m040
299,BANK NEW YORK INC,bank new york,3.6666666666666665,1.0,1,0,0,0.36363636363636365,2,0.0,0,b052
300,Bank South Corp,bank south,4.5,1.0,1,0,0,0.3333333333333333,1,0.0,1,s030
301,BANKAMERICA RLTY INVS,bankamerica rlty invs,6.333333333333333,2.3333333333333335,1,0,0,0.3684210526315789,3,1.0,0,b052
302,Liberty Bancorp Inc/OK,liberty bancorp ok,5.333333333333333,2.3333333333333335,0,1,0,0.375,2,0.3333333333333333,0,l010
303,Bard (C.R.) Inc,bard,4.0,1.0,1,0,0,0.25,1,0.0,1,b063
304,BARDEN CORP,barden,6.0,2.0,1,0,0,0.3333333333333333,1,0.0,1,b063
305,ZENITH INCOME FD INC,zenith income fd,4.666666666666667,1.6666666666666667,0,0,1,0.35714285714285715,2,0.0,0,z050
306,ZENIX INCOME FUND INC,zenix income,5.5,2.0,0,0,1,0.45454545454545453,2,0.5,1,i520
307,Barnwell Industries Inc,barnwell industries,9.0,2.5,1,0,0,0.3333333333333333,2,0.0,1,i530
308,BARON DATA SYS,baron data sys,4.0,1.6666666666666667,1,0,0,0.4166666666666667,3,0.3333333333333333,0,b060
309,Barrick Mining Corporation,barrick mining,6.5,2.0,1,0,0,0.3076923076923077,3,0.5,1,b060
310,BEACON PHOTO SVC INC,beacon photo svc,4.666666666666667,1.6666666666666667,1,0,0,0.35714285714285715,3,0.0,0,b020
311,BARNES GROUP INC,barnes,6.0,1.0,1,0,0,0.3333333333333333,1,0.0,1,b065
312,BARRIER SCIENCE & TECHNOLOGY,barrier science technology,8.0,3.0,1,0,0,0.4166666666666667,4,0.0,0,t020
313,BARRINGER RESOURCES INC,barringer resources,9.0,3.0,1,0,0,0.3888888888888889,5,0.0,1,b060
314,BARRINGER TECHNOLOGIES INC,barringer technologies,10.5,3.5,1,0,0,0.38095238095238093,3,0.0,1,t020
315,Barry (R G) Corp,barry,5.0,2.0,1,0,0,0.4,2,0.0,1,b060
316,WESTERN ASSET ZENIX INCOME FUND,western asset zenix income,5.75,2.0,0,0,1,0.391304347826087,5,0.25,0,w023
